ID,vendor_id,payment_type,fare_amount,tip_amount,tipped,pickup_long,pickup_lat,dropoff_long,dropoff_lat
5956,VTS,CRD,52,10.4,1,-73.776871,40.645397,-73.936333,40.830585
5957,VTS,CRD,52,6,1,-73.988319,40.77459,-73.786385,40.644245
5958,CMT,CSH,64.5,0,0,-74.005577,40.740177,-73.847824,41.012135
5959,CMT,CSH,68,0,0,-73.776711,40.645241,-74.076813,40.641033
5960,CMT,CRD,52,11.56,1,-73.969376,40.799351,-73.776291,40.645588
5961,CMT,CSH,52,0,0,-73.776665,40.645344,-73.992203,40.764248
5962,VTS,CRD,52,6.85,1,-73.787407,40.641701,-73.951973,40.769325
5963,VTS,CSH,275,0,0,-73.845161,40.761021,-73.290886,41.136383
5964,CMT,CSH,52,0,0,-73.776764,40.645405,-74.010254,40.709534
5965,VTS,CRD,52,11.47,1,-73.783745,40.648666,-73.947456,40.775784
5966,VTS,CSH,52,0,0,-73.782013,40.644482,-73.963112,40.803944
5967,VTS,CSH,61,0,0,-73.790848,40.646641,-73.997818,40.66304
5968,CMT,CSH,52,0,0,-73.961617,40.779716,-73.776276,40.64542
5969,CMT,CRD,52,14.45,1,-73.96624,40.789734,-73.783577,40.643631
5970,CMT,CRD,52,11.46,1,-73.783386,40.64867,-73.963371,40.766739
5971,VTS,CRD,74.5,10,1,-73.960159,40.778603,-74.179138,40.688896
5972,VTS,CRD,52,8,1,-73.788666,40.640675,-73.974953,40.731403
5973,VTS,CRD,62,12.5,1,-73.953796,40.763103,-73.836693,41.004875
5974,VTS,CSH,51.5,0,0,-73.783798,40.648697,-73.89994,40.839836
5975,CMT,CRD,52,15,1,-73.980865,40.781872,-73.789078,40.647282
5976,CMT,CSH,54,0,0,-73.776726,40.64539,-73.998703,40.689056
5977,CMT,CRD,52,8,1,-73.776146,40.645874,-73.947021,40.784595
5978,VTS,CRD,52,14.46,1,-73.781746,40.64484,-73.96032,40.780537
5979,VTS,CRD,52,10.4,1,-73.784363,40.648579,-73.975052,40.782551
5980,VTS,CSH,52,0,0,-73.776665,40.645466,-73.9478,40.830391
5981,CMT,CRD,52,15,1,-73.974136,40.788708,-73.782234,40.648762
5982,CMT,CRD,52,11.56,1,-73.977608,40.776878,-73.782265,40.648785
5983,VTS,CRD,52,11.47,1,-73.782059,40.644733,-73.966415,40.764465
5984,VTS,CSH,72,0,0,-74.002327,40.729477,-73.986557,40.740208
5985,VTS,CRD,52,10.4,1,-73.788185,40.64146,-73.97541,40.782162
5986,VTS,CRD,52,3,1,-73.975121,40.782616,-73.781349,40.646832
5987,VTS,CSH,52,0,0,-73.783669,40.648666,-74.007851,40.711811
5988,CMT,CSH,59,0,0,-73.789856,40.643848,-73.86171,40.891418
5989,CMT,CRD,52,8,1,-73.964195,40.756493,-73.782349,40.648815
5990,VTS,CSH,54.5,0,0,-73.783691,40.648685,-73.991447,40.702213
5991,VTS,CRD,54.5,5.5,1,-74.001472,40.730797,-73.923996,40.588295
5992,VTS,CRD,88,25.32,1,-73.993034,40.768181,-74.177696,40.690308
5993,CMT,CRD,52,11.56,1,-73.977341,40.751793,-73.785881,40.645237
5994,CMT,CSH,55.5,0,0,-73.790665,40.643913,-73.849289,40.854046
5995,CMT,CRD,61,12.3,1,-73.781906,40.644573,-73.980949,40.664223
5996,CMT,CRD,52,6,1,-73.790062,40.643162,-73.952599,40.778923
5997,CMT,CSH,52,0,0,-73.776665,40.645184,-73.946007,40.835041
5998,VTS,CRD,52,10.4,1,-73.776817,40.645866,-73.940514,40.849667
5999,VTS,CSH,52,0,0,-73.980186,40.764336,-73.787193,40.647476
6000,VTS,CRD,52,10.4,1,-73.991203,40.72337,-73.776405,40.645058
6001,VTS,CRD,63.5,12.8,1,-74.010124,40.720562,-73.692162,40.719372
6002,VTS,CRD,52,11.47,1,-73.777962,40.646786,-73.945427,40.824348
6003,VTS,CRD,52,11.47,1,-73.976479,40.765793,-73.78231,40.648743
6004,VTS,CSH,52,0,0,-73.802979,40.648186,-73.938606,40.738537
6005,CMT,CRD,52,11.56,1,-73.78437,40.64856,-73.969696,40.794628
6006,VTS,CRD,52,10.4,1,-73.788101,40.641556,-73.953369,40.779499
6007,VTS,CRD,71,10,1,-73.973015,40.792858,-74.177155,40.695038
6008,VTS,CRD,184,30,1,-73.873131,40.770966,-73.547707,41.068878
6009,CMT,CSH,52,0,0,-73.790802,40.645176,-73.970909,40.755756
6010,VTS,CRD,52,13,1,-73.789558,40.646683,-73.950645,40.775188
6011,CMT,CRD,52,11.56,1,-74.015282,40.713703,-73.78598,40.638912
6012,CMT,CSH,52,0,0,-73.776695,40.645252,-73.990807,40.775513
6013,VTS,CRD,79.5,18.75,1,-73.974174,40.792934,-74.177872,40.695496
6014,VTS,CRD,108,5,1,-73.865799,40.770836,-73.590446,40.742088
6015,CMT,CRD,52,7,1,-74.004349,40.707027,-73.78231,40.648754
6016,VTS,CSH,75.5,0,0,-73.789642,40.647236,-73.92099,40.739452
6017,CMT,CRD,63,12.7,1,-73.783531,40.648605,-73.999374,40.678219
6018,CMT,CRD,54,5,1,-73.962219,40.693836,-73.85556,40.870476
6019,VTS,CRD,52,13,1,-73.968788,40.798626,-73.782372,40.648777
6020,CMT,CSH,63,0,0,-73.789078,40.646835,-73.783684,40.84037
6021,VTS,CRD,52,10.4,1,-73.786911,40.644489,-73.965553,40.77803
6022,VTS,CSH,62,0,0,-73.994995,40.759613,-73.816269,40.819431
6023,VTS,CRD,74.5,14.9,1,-74.009712,40.738251,-73.850533,40.675327
6024,VTS,CSH,60.5,0,0,-73.971428,40.760349,-73.932983,40.592522
6025,VTS,CRD,52,8,1,-73.781342,40.644958,-74.0056,40.726578
6026,VTS,CRD,79,18.4,1,-73.971596,40.786259,-74.176666,40.693485
6027,VTS,CRD,52,10.4,1,-74.008568,40.73333,-73.781448,40.647728
6028,CMT,CRD,52,13.12,1,-73.782234,40.644684,-74.008896,40.70805
6029,VTS,CRD,52,10.4,1,-73.789322,40.646946,-73.952202,40.773087
6030,CMT,CRD,104.5,22.95,1,-73.976913,40.751957,-74.177025,40.694992
6031,VTS,CRD,52,11,1,-73.789063,40.647022,-73.95784,40.761211
6032,CMT,CRD,54.5,8,1,-73.77668,40.64542,-73.996124,40.698414
6033,CMT,CRD,52,6,1,-73.789619,40.646942,-73.946754,40.834816
6034,CMT,CSH,60.5,0,0,-73.96653,40.756588,-73.962387,40.589161
6035,VTS,CSH,52,0,0,-74.016792,40.706059,-73.786598,40.63979
6036,VTS,CSH,52,0,0,-73.790657,40.644012,-73.989441,40.758545
6037,VTS,CSH,52,0,0,-73.790024,40.647221,-73.964333,40.804829
6038,VTS,CSH,110,0,0,-73.803703,40.678833,-74.065384,40.736347
6039,VTS,CRD,52,10.4,1,-73.780594,40.645233,-74.008194,40.71217
6040,VTS,CRD,52,10,1,-74.004921,40.716885,-73.781639,40.646919
6041,VTS,CSH,68.5,0,0,-73.781456,40.644806,-73.89196,40.865997
6042,VTS,CSH,82,0,0,-73.87323,40.774048,-73.901474,40.600834
6043,VTS,CRD,52,10.4,1,-73.788055,40.641682,-73.99572,40.764584
6044,VTS,CRD,72,14.4,1,-73.946869,40.745361,-73.783028,40.648838
6045,VTS,CSH,59.5,0,0,-73.996391,40.743,-73.920456,40.619358
6046,CMT,CRD,52,0,0,-73.776848,40.645367,-73.939079,40.851173
6047,VTS,CRD,52,10.4,1,-73.789124,40.645226,-73.948914,40.774242
6048,CMT,CRD,52,6.5,1,-73.777634,40.64677,-73.958862,40.774841
6049,CMT,CSH,63.5,0,0,-73.782394,40.644485,-73.917046,40.880154
6050,VTS,CRD,52,0,0,-73.993141,40.767868,-73.783051,40.643864
6051,CMT,CRD,52,10,1,-73.789238,40.647175,-74.006104,40.706318
6052,VTS,CRD,52,10.4,1,-73.783844,40.648643,-74.006905,40.707973
6053,CMT,CSH,52,0,0,-73.782463,40.64447,-73.980934,40.770775
6054,CMT,CSH,52,0,0,-73.982101,40.785488,-73.7827,40.644047
6055,VTS,CRD,52,0,0,-73.794823,40.644768,-74.00573,40.708965
6056,CMT,CSH,52,0,0,-73.790367,40.646835,-73.981468,40.771996
6057,VTS,CSH,58,0,0,-73.965172,40.712646,-73.776268,40.645802
6058,VTS,CSH,52,0,0,-73.789017,40.643284,-73.987434,40.768681
6059,VTS,CRD,52,3.5,1,-73.788666,40.641369,-73.96373,40.792126
6060,VTS,CRD,52,8,1,-73.789513,40.643345,-73.977097,40.779678
6061,CMT,CRD,52,8,1,-73.780396,40.645329,-73.997627,40.727226
6062,VTS,CSH,52,0,0,-73.781807,40.644482,-73.990189,40.758938
6063,VTS,CSH,52,0,0,-73.785324,40.648445,-73.991081,40.742577
6064,CMT,CRD,74,8,1,-73.988152,40.734623,-73.826241,40.582897
6065,VTS,CRD,69.5,8,1,-74.006645,40.743977,-74.177246,40.695068
6066,CMT,CRD,12,3.35,1,-73.961693,40.757927,-73.991943,40.750607
6067,VTS,CRD,52,8,1,-73.787811,40.641708,-74.001999,40.740334
6068,VTS,CRD,72,14.4,1,-73.947517,40.779572,-74.176674,40.693588
6069,VTS,CRD,52,7,1,-73.78199,40.644749,-73.944664,40.837994
6070,VTS,CSH,55,0,0,-73.987946,40.732407,-73.885956,40.745712
6071,VTS,CRD,55,11.1,1,-73.781845,40.644794,-73.973938,40.683548
6072,VTS,CSH,70.5,0,0,-73.978226,40.737221,-74.007874,40.751923
6073,VTS,CRD,52,8,1,-73.790619,40.645191,-74.001213,40.731312
6074,VTS,CSH,52,0,0,-73.786446,40.652317,-73.975594,40.763611
6075,CMT,CRD,52,11.55,1,-73.781082,40.645012,-73.966911,40.795551
6076,CMT,CSH,62,0,0,-73.788895,40.642132,-74.034111,40.623295
6077,CMT,CSH,120.5,0,0,-73.975479,40.792107,-73.979408,40.618237
6078,CMT,CRD,52,11.56,1,-73.977257,40.776367,-73.782829,40.644005
6079,CMT,CSH,55.5,0,0,-73.975632,40.760674,-74.111023,40.569401
6080,CMT,CRD,52,5.5,1,-73.776688,40.645302,-73.963989,40.806362
6081,CMT,CRD,52,14.45,1,-73.978836,40.762287,-73.783195,40.643826
6082,CMT,CRD,52,5.08,1,-73.776749,40.645393,-73.974197,40.788467
6083,CMT,CRD,120,25.06,1,-73.790581,40.665272,-73.855278,41.165756
6084,CMT,CSH,52,0,0,-73.782005,40.644588,-73.945923,40.778694
6085,VTS,CRD,52,10.4,1,-73.791267,40.645683,-73.976433,40.787449
6086,CMT,CRD,52,11.55,1,-74.010056,40.737831,-73.791679,40.644787
6087,CMT,CRD,52,7,1,-73.788704,40.647514,-73.973213,40.791138
6088,VTS,CRD,60,12,1,-73.996742,40.716309,-73.789894,40.646946
6089,CMT,CSH,52,0,0,-73.782646,40.644569,-73.982269,40.762829
6090,VTS,CRD,52,11.47,1,-73.783798,40.646301,-73.976166,40.751411
6091,VTS,CSH,52,0,0,-73.983109,40.771397,-73.969528,40.784828
6092,VTS,CRD,72,14.4,1,-74.007713,40.740986,-74.181396,40.687965
6093,VTS,CRD,58,0.01,1,-73.98098,40.784462,-73.775436,40.784039
6094,CMT,CRD,52,14.45,1,-73.782211,40.644707,-73.950317,40.786877
6095,VTS,CSH,52,0,0,-73.781754,40.644878,-73.966179,40.806393
6096,VTS,CRD,52,10,1,-73.776649,40.645329,-73.954292,40.77301
6097,VTS,CRD,52,10,1,-73.78141,40.644871,-73.955833,40.799683
6098,VTS,CRD,52,11.47,1,-73.781647,40.644741,-73.97966,40.77972
6099,CMT,CSH,58,0,0,-73.776764,40.645527,-73.984299,40.702332
6100,VTS,CRD,52,13,1,-73.789276,40.64843,-73.994072,40.755211
6101,VTS,CRD,52,13,1,-73.984253,40.746567,-73.78315,40.643913
6102,VTS,CRD,52,8,1,-73.786652,40.644276,-73.948021,40.78299
6103,VTS,CSH,63.5,0,0,-73.781822,40.64463,-73.895081,40.882717
6104,VTS,CSH,55,0,0,-73.782074,40.644707,-73.979546,40.678406
6105,VTS,CRD,52,8,1,-73.789833,40.642574,-73.958656,40.778347
6106,VTS,CRD,52,0,0,-73.783913,40.648617,-74.00827,40.721756
6107,CMT,CRD,52,11.45,1,-73.780975,40.645069,-73.981239,40.769138
6108,VTS,CSH,55,0,0,-73.781166,40.645031,-74.002983,40.724403
6109,CMT,CSH,13,0,0,-74.015137,40.708706,-73.956352,40.763252
6110,VTS,CRD,52,5,1,-73.789787,40.646698,-73.940125,40.852306
6111,VTS,CSH,51.5,0,0,-73.789635,40.646847,-73.865723,40.862988
6112,VTS,CRD,52,13,1,-73.978729,40.761894,-73.796814,40.644646
6113,VTS,CSH,74,0,0,-73.782028,40.644642,-73.998032,40.66058
6114,VTS,CSH,52,0,0,-73.976761,40.780106,-73.789902,40.643295
6115,VTS,CRD,83,20.75,1,-73.973656,40.753632,-74.177498,40.690701
6116,VTS,CRD,52,13,1,-73.788826,40.648048,-74.007057,40.728535
6117,CMT,CRD,52,11.56,1,-73.78112,40.644806,-73.967781,40.80394
6118,VTS,CRD,52,10.4,1,-73.778008,40.646782,-73.969818,40.799747
6119,CMT,CRD,52,13.12,1,-73.784317,40.648525,-74.005318,40.708969
6120,CMT,CRD,52,11.56,1,-73.776657,40.645378,-73.955406,40.78022
6121,VTS,CSH,52,0,0,-73.797791,40.644878,-73.97448,40.857567
6122,VTS,CRD,68,13.8,1,-73.789299,40.647076,-73.921577,40.881683
6123,VTS,CRD,118,23.6,1,-73.968399,40.761574,-73.72345,40.637428
6124,CMT,CRD,84,25.5,1,-73.98661,40.759556,-74.176674,40.693657
6125,VTS,CRD,65.5,21.4,1,-73.979507,40.761208,-73.893097,40.761974
6126,VTS,CSH,52,0,0,-73.783737,40.648685,-73.974319,40.778481
6127,CMT,CRD,53,13.5,1,-73.789963,40.646774,-73.969376,40.676895
6128,VTS,CRD,52,14.33,1,-74.007973,40.741196,-73.789581,40.647057
6129,VTS,CSH,52,0,0,-73.786919,40.64159,-73.989372,40.77644
6130,CMT,CSH,52,0,0,-74.00148,40.737465,-73.782677,40.64922
6131,CMT,CRD,52,10,1,-73.790657,40.644234,-74.015877,40.715157
6132,VTS,CRD,52,10.4,1,-73.77668,40.645275,-73.948509,40.774292
6133,VTS,CRD,52,10.4,1,-73.781685,40.64484,-74.010246,40.719818
6134,VTS,CRD,87.5,10,1,-73.876381,40.773239,-74.177338,40.695187
6135,VTS,CRD,52,10.4,1,-73.776711,40.645145,-73.95536,40.803616
6136,VTS,CRD,52,5,1,-73.7892,40.64727,-73.972542,40.786156
6137,VTS,CRD,62.5,45,1,-73.99456,40.727886,-73.689209,40.803036
6138,CMT,CRD,120,27.93,1,-73.777878,40.646767,-74.177429,40.695133
6139,VTS,CRD,52,13,1,-73.959976,40.769501,-73.776489,40.645348
6140,VTS,CRD,52,5,1,-73.782402,40.644485,-74.007629,40.734894
6141,VTS,CRD,52,15.6,1,-73.970016,40.794605,-73.815178,40.699833
6142,VTS,CRD,52,10.4,1,-74.009834,40.709854,-73.785461,40.643196
6143,CMT,CSH,52,0,0,-73.787308,40.641151,-73.974495,40.756649
6144,VTS,CRD,52,7.5,1,-73.784737,40.648582,-73.988205,40.720058
6145,VTS,CRD,70,21,1,-73.972885,40.760281,-73.68013,40.805557
6146,CMT,CRD,58.5,0,0,-73.939041,40.74987,-73.715706,40.722164
6147,VTS,CRD,52,10.4,1,-73.97715,40.779758,-73.794044,40.644653
6148,CMT,CRD,52,14.45,1,-73.777168,40.645073,-74.010582,40.703091
6149,VTS,CSH,52,0,0,-73.776718,40.645435,-74.004669,40.72279
6150,VTS,CRD,52,5,1,-73.978806,40.737015,-73.776299,40.645641
6151,VTS,CRD,52,11.47,1,-73.77684,40.645531,-73.952469,40.792427
6152,VTS,CRD,52,13,1,-73.993164,40.74305,-73.790924,40.644463
6153,CMT,CRD,52,11.56,1,-73.960289,40.761921,-73.776741,40.644749
6154,VTS,CRD,97.5,19.5,1,-73.874481,40.774014,-73.788254,40.647472
6155,VTS,CRD,52,5,1,-73.98513,40.779446,-73.790665,40.64423
6156,CMT,CSH,53.5,0,0,-73.776619,40.645702,-73.958031,40.733479
6157,VTS,CRD,52,10.4,1,-73.790871,40.646587,-73.982758,40.769138
6158,CMT,CRD,24.5,5,1,-74.010292,40.72065,-73.977898,40.752228
6159,VTS,CRD,52,6,1,-73.789871,40.646473,-73.952362,40.765331
6160,CMT,CRD,52,11.55,1,-73.78006,40.645718,-73.958549,40.773182
6161,VTS,CRD,199.99,60,1,-73.918457,40.735317,-74.272667,40.484028
6162,VTS,CSH,53.5,0,0,-73.783798,40.64859,-73.997459,40.695541
6163,VTS,CRD,52,13,1,-73.788902,40.643299,-73.964539,40.763958
6164,VTS,CSH,66.5,0,0,-73.781807,40.644726,-73.981331,40.625793
6165,CMT,CRD,52,11.56,1,-73.982994,40.769238,-73.783775,40.643543
6166,CMT,CRD,135,0,0,-73.992279,40.759262,-73.55423,41.068748
6167,VTS,CRD,52,11.57,1,-73.783722,40.648663,-73.955643,40.766853
6168,VTS,CRD,52,13,1,-73.783348,40.646568,-74.005997,40.711906
6169,VTS,CRD,52,7.17,1,-73.782333,40.644627,-73.950676,40.782604
6170,VTS,CRD,52,6,1,-74.003571,40.732426,-73.789429,40.643032
6171,CMT,CRD,52,11.46,1,-73.959122,40.775185,-73.782188,40.644276
6172,CMT,CSH,55,0,0,-73.992622,40.742981,-73.969757,40.5877
6173,CMT,CRD,52,6,1,-74.017036,40.709057,-73.776321,40.645454
6174,CMT,CRD,52,11.55,1,-73.778458,40.646748,-73.983521,40.750069
6175,CMT,CRD,55.5,11.3,1,-73.783279,40.648689,-73.984367,40.691509
6176,CMT,CRD,52,5,1,-73.789818,40.646927,-74.000351,40.719852
6177,VTS,CRD,52,10.4,1,-73.776749,40.645412,-73.953972,40.777885
6178,CMT,CSH,52,0,0,-73.788933,40.642876,-73.9599,40.79842
6179,CMT,CRD,52,11.56,1,-73.78212,40.64463,-74.006821,40.741653
6180,VTS,CRD,74.5,10,1,-73.980164,40.765411,-74.183281,40.688091
6181,CMT,CSH,52.5,0,0,-73.996979,40.737286,-73.780869,40.64645
6182,CMT,CRD,52,7,1,-73.782074,40.644688,-73.995758,40.695332
6183,CMT,CRD,52,10.5,1,-74.016319,40.715919,-73.782204,40.648773
6184,CMT,NOC,2.5,0,0,-74.000427,40.718304,-73.974167,40.679611
6185,CMT,CRD,64.5,13.1,1,-73.982567,40.772308,-73.941475,40.583981
6186,VTS,CSH,77.5,0,0,-73.785355,40.648407,-74.043755,40.78677
6187,VTS,CSH,52,0,0,-73.993141,40.727791,-73.789948,40.646904
6188,CMT,CSH,173.5,0,0,-73.789482,40.643005,-74.291901,40.797188
6189,CMT,CRD,52,14.45,1,-73.776787,40.645664,-73.968307,40.803253
6190,VTS,CSH,52,0,0,-73.954498,40.778255,-73.778984,40.645119
6191,CMT,CRD,52,5,1,-73.790085,40.646858,-73.962578,40.768829
6192,VTS,CRD,52,15.6,1,-73.981476,40.759415,-73.784775,40.643211
6193,VTS,CRD,74.5,12,1,-73.97654,40.75967,-74.181389,40.687729
6194,VTS,CRD,57.5,11.5,1,-73.777153,40.646439,-73.960594,40.641315
6195,CMT,CSH,52,0,0,-73.98819,40.759476,-73.782295,40.644222
6196,VTS,CSH,52,0,0,-73.999588,40.733467,-73.789375,40.64711
6197,VTS,CRD,52,10.5,1,-73.788902,40.642799,-73.990082,40.773079
6198,VTS,CSH,71,0,0,-73.996803,40.725178,-74.177788,40.695511
6199,CMT,CRD,52,11.56,1,-73.786224,40.643166,-73.95118,40.770283
6200,VTS,CRD,52,10,1,-73.782318,40.644615,-73.989502,40.776077
6201,VTS,CRD,52,11.47,1,-73.790039,40.647198,-74.005447,40.711151
6202,VTS,CRD,70,10,1,-73.8853,40.773098,-73.766388,40.946445
6203,VTS,CRD,58,11.7,1,-73.972229,40.760986,-74.119202,40.56377
6204,CMT,CSH,52,0,0,-73.983376,40.777493,-73.789307,40.641884
6205,VTS,CSH,69,0,0,-73.980316,40.781582,-74.178078,40.689987
6206,CMT,CSH,68.5,0,0,-73.952171,40.772926,-73.93972,40.830238
6207,VTS,CRD,59.5,6,1,-73.78186,40.644718,-73.980431,40.679619
6208,CMT,CSH,52,0,0,-73.977661,40.764114,-73.782494,40.648781
6209,CMT,CRD,52,7,1,-73.95842,40.78146,-73.776344,40.646034
6210,VTS,CSH,65.5,0,0,-73.790283,40.646431,-73.990211,40.678905
6211,CMT,DIS,62,0,0,-73.783493,40.648621,-73.994934,40.689018
6212,CMT,CRD,52,5,1,-73.789803,40.643684,-73.971909,40.797092
6213,CMT,CRD,52,10.5,1,-73.986549,40.722202,-73.776428,40.645222
6214,CMT,CRD,52,13.1,1,-73.789543,40.64679,-74.006874,40.735455
6215,CMT,CRD,52,6,1,-73.978996,40.775818,-73.790421,40.64394
6216,CMT,CRD,65.5,14.26,1,-73.990402,40.77158,-73.720688,40.710777
6217,VTS,CRD,52,5,1,-73.988556,40.774426,-73.776451,40.645103
6218,VTS,CSH,58.5,0,0,-73.782265,40.644684,-73.98951,40.672459
6219,VTS,CRD,54,5,1,-73.791367,40.645763,-73.994858,40.684383
6220,VTS,CRD,52,10.4,1,-73.788261,40.641399,-74.002907,40.706547
6221,CMT,CRD,72.5,16.55,1,-73.975342,40.757568,-74.177437,40.695293
6222,VTS,CRD,52,5,1,-73.789261,40.642326,-73.947289,40.775711
6223,VTS,CSH,52,0,0,-73.789803,40.6469,-73.929375,40.814377
6224,CMT,CRD,69.5,15.06,1,-73.781853,40.64484,-74.011887,40.703392
6225,VTS,CRD,52,13,1,-73.781883,40.64465,-73.93959,40.853249
6226,VTS,CRD,59.5,0,0,-74.007843,40.740597,-73.793358,40.73214
6227,CMT,CSH,72,0,0,-73.970978,40.795746,-74.178802,40.689995
6228,CMT,CRD,2.5,9,1,-73.986206,40.740303,-73.960075,40.76181
6229,CMT,CRD,52,10,1,-73.953712,40.77911,-73.77636,40.645351
6230,CMT,CRD,52,6,1,-73.963799,40.77462,-73.791321,40.644741
6231,CMT,CRD,52,5,1,-73.988861,40.774971,-73.781738,40.644386
6232,VTS,CRD,52,14.33,1,-73.789413,40.643559,-73.997787,40.712658
6233,CMT,CRD,50,10,1,-73.972305,40.749458,-73.697685,40.747463
6234,VTS,CRD,52,11.57,1,-73.789444,40.643265,-73.980637,40.779293
6235,VTS,CRD,52,10.4,1,-73.781868,40.644829,-73.952209,40.785519
6236,CMT,CSH,52,0,0,-73.977776,40.783772,-73.789696,40.642937
6237,VTS,CSH,52,0,0,-73.789185,40.64183,-73.999329,40.726208
6238,VTS,CRD,52,0,0,-73.789261,40.642757,-73.78344,40.643768
6239,CMT,CSH,2.5,0,0,-73.945396,40.802174,-73.966576,40.753571
6240,VTS,CSH,52,0,0,-73.786179,40.643108,-73.986015,40.761036
6241,VTS,CRD,53.5,10.7,1,-73.783661,40.648708,-73.968468,40.708557
6242,VTS,CRD,52,11.57,1,-73.964539,40.767311,-73.782036,40.648636
6243,VTS,CSH,65,0,0,-73.990196,40.689533,-73.820198,40.815159
6244,VTS,CRD,78.5,15.8,1,-73.98291,40.735352,-74.02951,40.61758
6245,VTS,CRD,52,10.4,1,-73.781754,40.644882,-74.005394,40.732265
6246,VTS,CRD,52,5.7,1,-73.776825,40.645748,-73.955902,40.78067
6247,VTS,CRD,86.5,21.62,1,-73.87278,40.77396,-74.001091,40.762691
6248,CMT,CRD,52,14.45,1,-73.782089,40.644684,-74.006165,40.733189
6249,CMT,CRD,52,11.46,1,-73.776756,40.645397,-73.980049,40.785896
6250,VTS,CRD,52,10.4,1,-73.783958,40.648651,-73.997063,40.725311
6251,CMT,CSH,52,0,0,-73.7892,40.643639,-73.963203,40.77401
6252,VTS,CSH,52.5,0,0,-73.994614,40.689575,-73.776405,40.645317
6253,VTS,CSH,83.5,0,0,-73.7827,40.647743,-73.786446,40.740536
6254,CMT,CRD,52,11.46,1,-73.966232,40.79459,-73.776306,40.64547
6255,CMT,CRD,28,7.25,1,-74.015579,40.715271,-73.960236,40.810692
6256,CMT,CRD,52,11.55,1,-73.776817,40.645626,-73.956345,40.775852
6257,VTS,CRD,52.5,13.25,1,-73.78196,40.644665,-73.985519,40.686378
6258,CMT,CSH,75.5,0,0,-73.988472,40.758816,-74.177727,40.695305
6259,CMT,CRD,52,13.12,1,-73.776733,40.64521,-74.007965,40.732723
6260,CMT,CRD,81.5,3.3,1,-73.975792,40.765511,-74.181778,40.687672
6261,VTS,CRD,52,10.4,1,-74.013824,40.709663,-73.785973,40.638626
6262,VTS,CSH,52,0,0,-73.782074,40.644753,-73.984856,40.768276
6263,VTS,CRD,52,10.4,1,-73.781326,40.645088,-73.954277,40.781307
6264,CMT,CRD,52,8,1,-74.007591,40.710304,-73.788734,40.641472
6265,VTS,CRD,52,11.47,1,-73.783485,40.648594,-73.972664,40.793354
6266,CMT,CRD,52,5,1,-73.776695,40.645329,-73.955856,40.784931
6267,VTS,CRD,52,13,1,-74.009537,40.713985,-73.80304,40.648006
6268,VTS,CRD,56.5,17.1,1,-73.782417,40.644562,-73.99398,40.627052
6269,VTS,CRD,52,14.33,1,-73.778351,40.646782,-73.94265,40.845978
6270,VTS,CSH,52,0,0,-73.985336,40.761692,-73.779121,40.64513
6271,VTS,CRD,75,15,1,-73.981812,40.736504,-74.184135,40.690113
6272,VTS,CRD,52,5,1,-73.7892,40.64185,-74.00959,40.705547
6273,CMT,CRD,52,11.55,1,-73.789925,40.647167,-73.979935,40.780365
6274,VTS,CSH,68,0,0,-74.004738,40.721516,-73.77726,40.646526
6275,VTS,CRD,59.5,10,1,-73.976173,40.763763,-73.959084,40.578072
6276,CMT,CRD,52,10,1,-73.975792,40.764965,-73.788559,40.641426
6277,VTS,CRD,62,0,0,-73.870888,40.773701,-73.953934,40.601166
6278,CMT,CSH,52,0,0,-73.782372,40.644535,-73.962463,40.758774
6279,VTS,CRD,52,10.4,1,-73.9729,40.793457,-73.784134,40.643806
6280,VTS,CRD,75.5,0,0,-73.960922,40.80682,-74.177727,40.695438
6281,CMT,CRD,52,11.56,1,-73.967476,40.802944,-73.776321,40.64542
6282,CMT,CRD,52.5,10.7,1,-73.989967,40.729359,-73.795288,40.767456
6283,CMT,CSH,52,0,0,-73.784027,40.648621,-73.951225,40.784328
6284,CMT,CRD,52,10.5,1,-73.781425,40.644871,-74.013817,40.714378
6285,VTS,CSH,55,0,0,-73.777245,40.646477,-73.992271,40.691967
6286,CMT,CRD,52,10.5,1,-74.009926,40.703186,-73.790085,40.643425
6287,VTS,CRD,52,5,1,-74.008446,40.70446,-73.800125,40.645599
6288,VTS,CRD,52,5.5,1,-73.969383,40.800873,-73.782883,40.644035
6289,CMT,CRD,52,10,1,-73.981842,40.779266,-73.788788,40.641869
6290,CMT,CRD,52,14.45,1,-73.962654,40.774063,-73.783005,40.643856
6291,CMT,CRD,52,14.45,1,-73.78611,40.642029,-73.971588,40.754787
6292,VTS,CRD,69.5,20.94,1,-73.975143,40.79221,-74.178055,40.695534
6293,CMT,CRD,52,11.56,1,-73.781364,40.644928,-74.007858,40.7411
6294,VTS,CRD,52,5,1,-73.953514,40.772537,-73.776375,40.645126
6295,CMT,CRD,52,14.32,1,-73.978745,40.783337,-73.782387,40.648792
6296,VTS,CSH,52,0,0,-73.786835,40.645332,-73.962975,40.796364
6297,VTS,CRD,124,24.8,1,-73.781952,40.644833,-73.833916,41.061127
6298,CMT,CSH,53,0,0,-73.789787,40.644154,-74.006538,40.604767
6299,CMT,CRD,63,4.17,1,-73.776733,40.645187,-73.874619,40.841419
6300,CMT,CSH,52,0,0,-73.993698,40.721188,-73.790016,40.646896
6301,CMT,CRD,65.5,13.3,1,-73.863693,40.769642,-74.004799,40.578827
