ID,vendor_id,payment_type,fare_amount,tip_amount,tipped,pickup_long,pickup_lat,dropoff_long,dropoff_lat
742,VTS,CRD,52,20,1,-73.78817,40.641537,-74.00174,40.724907
743,VTS,CRD,52,6,1,-73.787689,40.644974,-73.969696,40.795052
744,VTS,CRD,52,8,1,-73.789635,40.64164,-73.976372,40.785717
745,VTS,CRD,52,11.47,1,-73.780777,40.645126,-73.981796,40.7859
746,VTS,CRD,52,10,1,-73.95591,40.77898,-73.783737,40.643677
747,CMT,CRD,89,27,1,-73.998215,40.740623,-73.810921,40.949451
748,VTS,CRD,52,10.4,1,-73.986549,40.771938,-73.782654,40.648865
749,CMT,CSH,52,0,0,-73.984123,40.761692,-73.789413,40.642689
750,CMT,CRD,102,16,1,-73.98243,40.763302,-73.980614,40.762081
751,VTS,CSH,66.5,0,0,-73.777481,40.645023,-73.518143,40.805386
752,VTS,CRD,52,10.5,1,-73.781128,40.644974,-73.991272,40.763912
753,CMT,CRD,115,30.08,1,-73.873444,40.773746,-73.774536,41.031143
754,VTS,CRD,51.5,10.4,1,-73.994865,40.750195,-73.831268,40.887878
755,VTS,CRD,51,5,1,-73.789902,40.643875,-73.98983,40.702557
756,CMT,CRD,52,7,1,-73.996269,40.732975,-73.781609,40.648434
757,CMT,CRD,52,7.8,1,-73.96904,40.785656,-73.776459,40.645081
758,VTS,CRD,72,5,1,-74.013405,40.707382,-73.753334,40.705826
759,VTS,CRD,52,7.5,1,-73.776718,40.645393,-73.97641,40.790928
760,VTS,CSH,52,0,0,-73.97998,40.775814,-73.783356,40.643799
761,VTS,CRD,52,14.33,1,-73.994331,40.739071,-73.783028,40.643864
762,VTS,CRD,59,11.8,1,-73.977257,40.722038,-73.96093,40.649979
763,VTS,CRD,52,10.4,1,-73.788071,40.641476,-74.008575,40.713516
764,VTS,CRD,52,13,1,-73.781044,40.647728,-73.969978,40.789196
765,VTS,CSH,52,0,0,-73.978806,40.762741,-73.789894,40.643166
766,VTS,CRD,52,10.4,1,-73.781845,40.644753,-73.926414,40.862396
767,VTS,CSH,59,0,0,-73.781807,40.644741,-73.863808,40.888065
768,CMT,CRD,52,5,1,-73.980438,40.767395,-73.782242,40.648705
769,CMT,CRD,52,7.87,1,-73.782684,40.644882,-74.008003,40.74189
770,CMT,CRD,52,3,1,-73.9347,40.842865,-73.78389,40.643581
771,VTS,CSH,52.5,0,0,-73.776688,40.645336,-73.971565,40.693226
772,CMT,CRD,52,14.45,1,-73.789787,40.64682,-74.009644,40.718018
773,VTS,CRD,52,11.47,1,-73.950012,40.78548,-73.776558,40.645126
774,CMT,CSH,52,0,0,-73.78212,40.644665,-73.954178,40.766563
775,VTS,CRD,82,20.62,1,-73.983437,40.694073,-73.872765,40.774532
776,CMT,CRD,99,20.96,1,-73.789299,40.641655,-73.749855,41.040825
777,VTS,CRD,73.5,2,1,-73.973862,40.757198,-74.177032,40.694836
778,VTS,CSH,52.5,0,0,-73.785263,40.648426,-73.988213,40.701561
779,CMT,CSH,52,0,0,-73.999268,40.723152,-73.79052,40.644035
780,VTS,CRD,52,10.4,1,-73.993958,40.741627,-73.779724,40.645329
781,VTS,CRD,52,8,1,-73.786179,40.641472,-73.991745,40.749073
782,VTS,CSH,57.5,0,0,-73.78196,40.644711,-73.997818,40.693043
783,CMT,CRD,65.5,16.39,1,-73.955338,40.765358,-74.106522,40.635521
784,VTS,CRD,52,10.4,1,-73.959496,40.763145,-73.789001,40.641647
785,VTS,CRD,50.5,10,1,-73.783653,40.648663,-73.992508,40.696541
786,VTS,CRD,52,10.4,1,-73.983475,40.762058,-73.778465,40.645023
787,CMT,CRD,52,11.56,1,-73.77668,40.64539,-73.966103,40.760239
788,VTS,CRD,52,11.47,1,-73.782104,40.644749,-73.967117,40.770039
789,VTS,CRD,115,10,1,-73.790131,40.647106,-74.05735,40.728909
790,CMT,CRD,52,11.56,1,-73.951126,40.772545,-73.776329,40.645409
791,CMT,CRD,52,10.5,1,-73.77713,40.645145,-73.97982,40.730911
792,VTS,CRD,52,8,1,-74.01445,40.71661,-73.785873,40.651131
793,CMT,CSH,76.5,0,0,-73.961578,40.76601,-74.182106,40.687744
794,VTS,CRD,52,11.47,1,-73.784164,40.648628,-73.956284,40.779816
795,VTS,CRD,55.5,11.2,1,-73.782082,40.644901,-73.998367,40.693909
796,VTS,CRD,75,15,1,40.787861,-73.955658,40.691383,-74.177063
797,CMT,CSH,52,0,0,-73.975014,40.75864,-73.784889,40.645691
798,VTS,CRD,52,13,1,-73.78215,40.644772,-74.005478,40.728077
799,CMT,CRD,52,14.32,1,-73.964569,40.775661,-73.782448,40.648792
800,VTS,CSH,52,0,0,-73.790649,40.643333,-73.999031,40.719704
801,VTS,CRD,51.5,10.4,1,-73.97963,40.752632,-73.95639,40.584915
802,CMT,CRD,58,12.76,1,-73.981255,40.738125,-73.935829,40.577892
803,VTS,CRD,52,17,1,-73.781166,40.644955,-74.007904,40.703163
804,VTS,CRD,52,10.4,1,-73.789085,40.642323,-73.981224,40.721947
805,CMT,CSH,84.5,25.5,1,-73.994736,40.761086,-74.362236,40.706196
806,VTS,CSH,67,0,0,-73.788795,40.642616,-74.090874,40.589554
807,CMT,CSH,106.5,0,0,-74.000984,40.751873,-74.032547,40.893002
808,VTS,CRD,52,10.4,1,-74.009804,40.712303,-73.789032,40.641602
809,VTS,CRD,52,13,1,-73.791725,40.645267,-74.008034,40.711842
810,VTS,CSH,52,0,0,-73.781776,40.644791,-73.932335,40.847775
811,VTS,CRD,52,14.33,1,-73.783478,40.648628,-73.977005,40.782658
812,VTS,CRD,71,16.5,1,-73.980026,40.743038,-74.177177,40.695084
813,CMT,CRD,112.5,5,1,-73.872803,40.774048,-73.444008,40.782578
814,CMT,CRD,52,11.56,1,-73.783173,40.64859,-73.951584,40.774174
815,VTS,CSH,52,0,0,-73.981514,40.785439,-73.790359,40.643711
816,VTS,CRD,70.5,0,0,-73.787193,40.641197,-73.860176,40.888695
817,VTS,CRD,52,0,0,-74.003075,40.742573,-73.795128,40.644554
818,CMT,CRD,52,0,0,-73.986595,40.721649,-73.78582,40.650002
819,VTS,CRD,52,10.4,1,-73.776733,40.64555,-73.992653,40.754391
820,CMT,CSH,52,0,0,-74.015007,40.70974,-73.776398,40.646065
821,VTS,CRD,52,7.17,1,-74.014511,40.716583,-73.776352,40.645401
822,CMT,CRD,52,8,1,-73.786713,40.641693,-73.978203,40.783085
823,CMT,CRD,52,11.56,1,-73.795067,40.644707,-73.968361,40.799152
824,VTS,CRD,52,3,1,-73.781876,40.644772,-73.968773,40.791023
825,CMT,CRD,52,10.5,1,-73.783928,40.64859,-74.00605,40.70834
826,CMT,CRD,52,8.67,1,-73.789711,40.646694,-73.964439,40.792503
827,VTS,CSH,56,0,0,-73.789864,40.643551,-73.973587,40.640797
828,CMT,CRD,52,11.56,1,-73.789192,40.641823,-73.97226,40.793243
829,CMT,CRD,52,5,1,-73.782745,40.644451,-74.007431,40.707825
830,CMT,CSH,58.5,0,0,-74.015572,40.704849,-74.178345,40.614441
831,CMT,CRD,52,6.5,1,-73.781921,40.644741,-74.005417,40.728382
832,CMT,CSH,52,0,0,-73.782417,40.644638,-73.96682,40.798965
833,VTS,CRD,52,10.4,1,-73.972031,40.755024,-73.789627,40.647011
834,CMT,CRD,52,11.55,1,-73.954544,40.769703,-73.782867,40.648876
835,CMT,CRD,55.5,11.2,1,-73.778503,40.646812,-73.999001,40.692699
836,CMT,CRD,52,11.56,1,-73.956039,40.766567,-73.777069,40.644878
837,VTS,CSH,52,0,0,-73.960114,40.797913,-73.790215,40.643719
838,VTS,CSH,52,0,0,-73.78479,40.64856,-73.943794,40.823734
839,VTS,CRD,142,28.4,1,-73.987671,40.758747,-74.412621,40.861473
840,VTS,CSH,77.5,0,0,-73.972916,40.755383,-74.17762,40.695381
841,CMT,CSH,6,0,0,-73.991302,40.770145,-73.977615,40.776955
842,CMT,CSH,52,0,0,-73.978142,40.783279,-73.787422,40.645985
843,VTS,CSH,63,0,0,-73.790054,40.647396,-73.840759,40.865646
844,CMT,CRD,52,5,1,-73.946388,40.777069,-73.776375,40.645321
845,VTS,CRD,52,10.4,1,-73.783913,40.648663,-74.009102,40.704468
846,VTS,CSH,76.5,0,0,-73.986954,40.759567,-74.176674,40.693806
847,CMT,CRD,52,10,1,-73.790108,40.646873,-73.982254,40.771587
848,VTS,CRD,52,10.5,1,-73.782471,40.644894,-74.012352,40.716904
849,VTS,CRD,55.5,11.2,1,-73.782265,40.644562,-73.986588,40.672955
850,CMT,CSH,52,0,0,-73.781952,40.644794,-74.004776,40.709824
851,VTS,CSH,52,0,0,-73.783302,40.648628,-73.999992,40.718994
852,CMT,CRD,52,0,0,-73.781967,40.644718,-73.952194,40.781418
853,VTS,CRD,52,6,1,-73.781937,40.644707,-73.957382,40.777576
854,CMT,CRD,120,5,1,-73.873466,40.774006,-74.199089,40.912525
855,VTS,CRD,52,0,0,-73.785942,40.641777,-73.969719,40.784981
856,CMT,CSH,9,0,0,-73.982246,40.762753,-74.002884,40.756245
857,VTS,CSH,52,0,0,-73.776588,40.645302,-73.981377,40.76601
858,VTS,CSH,52,0,0,-73.975739,40.789295,-73.782425,40.646709
859,VTS,CSH,52,0,0,-73.788818,40.641521,-73.994507,40.719566
860,VTS,CSH,52,0,0,-73.789597,40.644154,-73.954979,40.773392
861,CMT,CRD,58.5,11.8,1,-73.990829,40.766106,-73.733376,40.673679
862,CMT,CRD,65,13.3,1,-73.776871,40.64513,-74.004951,40.65369
863,CMT,CRD,52,11.46,1,-73.981857,40.779675,-73.777962,40.644875
864,CMT,CRD,52,10.5,1,-73.980072,40.775486,-73.783096,40.64389
865,CMT,CRD,52,7.5,1,-74.013824,40.70282,-73.790657,40.644276
866,VTS,CSH,52,0,0,-73.992546,40.748951,-73.782944,40.648716
867,VTS,CSH,52,0,0,-73.78154,40.644894,-73.982536,40.764656
868,VTS,CSH,52,0,0,-73.784592,40.645996,-74.004669,40.720963
869,VTS,CRD,52,5,1,-73.776894,40.645168,-73.953682,40.781254
870,CMT,CRD,52,15.75,1,-73.776733,40.645679,-74.004265,40.721882
871,VTS,CSH,54,0,0,-73.776749,40.645451,-73.977997,40.641533
872,CMT,NOC,2.5,0,0,-73.979935,40.78405,-73.964661,40.767208
873,CMT,CRD,52,11.55,1,-74.002167,40.729515,-73.790154,40.644653
874,CMT,CRD,57,0,0,-73.782288,40.644447,-73.980179,40.69202
875,CMT,CRD,52,5,1,-73.997284,40.714558,-73.78289,40.648895
876,CMT,DIS,9.5,0,0,-73.979614,40.784588,-73.979927,40.784184
877,VTS,CSH,61.5,0,0,-73.998688,40.745125,-73.788948,40.641541
878,CMT,CRD,52,11.46,1,-73.78598,40.642128,-73.959953,40.805355
879,VTS,CRD,52,8,1,-73.971764,40.794758,-73.77626,40.645779
880,VTS,CSH,52,0,0,-73.798058,40.666752,-74.000839,40.747116
881,VTS,CRD,60.5,10,1,-73.79026,40.646851,-73.984604,40.665005
882,CMT,CRD,52,17.34,1,-73.781227,40.644951,-73.956085,40.784538
883,CMT,CRD,69,16.45,1,-73.971146,40.787926,-74.176788,40.694149
884,VTS,CRD,52,9.17,1,-73.791397,40.645802,-73.968086,40.793156
885,VTS,CRD,53,10.7,1,-73.776733,40.645443,-74.009964,40.609825
886,VTS,CRD,52,14.33,1,-73.776794,40.645809,-73.954391,40.763859
887,CMT,CRD,52,10.5,1,-73.780441,40.646008,-74.009109,40.716156
888,VTS,CSH,71,0,0,-73.984299,40.744583,-74.178291,40.69556
889,CMT,CRD,60.5,10,1,-73.776855,40.645035,-73.980148,40.661945
890,CMT,CRD,52,14.45,1,-73.788689,40.641376,-73.987747,40.775166
891,CMT,CSH,56.5,0,0,-73.776772,40.645119,-73.887688,40.869953
892,VTS,CRD,52,14.33,1,-73.97744,40.784405,-73.789803,40.646965
893,CMT,CRD,52,8,1,-74.010086,40.711399,-73.785362,40.643173
894,CMT,CRD,51.5,8,1,-73.971909,40.750401,-73.952621,40.586899
895,VTS,CRD,52,10.4,1,-73.781914,40.644806,-73.954353,40.782383
896,VTS,CRD,52,11.47,1,-73.990631,40.766121,-73.78685,40.644623
897,VTS,CRD,52,11.47,1,-73.776604,40.64526,-73.955811,40.784847
898,VTS,CSH,52,0,0,-73.796944,40.644684,-73.794083,40.656391
899,CMT,CRD,52,11.56,1,-73.782913,40.64436,-73.95031,40.771545
900,CMT,CRD,100,5,1,-74.008682,40.724525,-73.839676,41.049427
901,VTS,CSH,52,0,0,-73.781807,40.644749,-73.989388,40.69138
902,VTS,CSH,52,0,0,-73.78981,40.646801,-73.973289,40.755836
903,CMT,CSH,58,0,0,-74.004738,40.719227,-73.781799,40.644455
904,VTS,CRD,52,2.17,1,-73.790154,40.644192,-73.974731,40.746651
905,CMT,CSH,52,0,0,-73.788795,40.64756,-73.93959,40.833538
906,CMT,CRD,52,11.56,1,-73.790199,40.643543,-73.96772,40.80378
907,VTS,CSH,52,0,0,-74.016052,40.715054,-73.789658,40.642845
908,VTS,CRD,52,5,1,-73.78997,40.646778,-74.016747,40.705379
909,VTS,CRD,52,14.33,1,-73.790604,40.64521,-73.988708,40.753712
910,VTS,CRD,52,10.4,1,-73.78231,40.644543,-74.014236,40.705173
911,CMT,CRD,70,17.62,1,-73.78968,40.646755,-73.998001,40.687496
912,VTS,CSH,52,0,0,-73.783798,40.648636,-73.965179,40.771626
913,VTS,CSH,102.5,0,0,-73.783798,40.64867,-73.936966,40.701611
914,CMT,CRD,52,5,1,-73.782326,40.644749,-73.972816,40.790192
915,CMT,CRD,58,13.45,1,-73.925224,40.83252,-74.105385,40.690254
916,CMT,CRD,52,0,0,-73.788666,40.647373,-74.004662,40.722851
917,VTS,CRD,52,10.4,1,-73.786606,40.641277,-73.979675,40.786373
918,VTS,CRD,52,11.47,1,-73.781487,40.644878,-73.97039,40.784866
919,CMT,CRD,57.5,8,1,-73.776901,40.645466,-73.979713,40.650379
920,VTS,CSH,80,0,0,-73.975983,40.763458,-74.177628,40.695415
921,CMT,CRD,62.5,10,1,-73.874512,40.774128,-73.968567,40.580288
922,CMT,CRD,52,5,1,-74.005142,40.736164,-73.790802,40.644501
923,CMT,CRD,52,3,1,-73.791039,40.64539,-73.965065,40.806679
924,CMT,CRD,52,11.55,1,-73.781967,40.644588,-73.95594,40.779057
925,CMT,CRD,52,11.56,1,-73.788086,40.641464,-73.950279,40.775482
926,CMT,CRD,52,9,1,-73.776764,40.645439,-74.016495,40.706367
927,VTS,CSH,52,0,0,-73.967415,40.793297,-73.781845,40.648575
928,VTS,CRD,52,10.4,1,-73.778625,40.646687,-73.999054,40.732204
929,CMT,CRD,52,14.45,1,-73.787971,40.641483,-73.92894,40.855495
930,VTS,CRD,52,10.4,1,-73.776711,40.645355,-73.977829,40.712833
931,CMT,CRD,55,10,1,-73.776642,40.645325,-73.973793,40.634125
932,VTS,CRD,52,10.4,1,-73.78965,40.646309,-73.975159,40.792507
933,CMT,CSH,52,0,0,-73.98114,40.769112,-73.786354,40.639496
934,CMT,CRD,52,11.56,1,-73.793465,40.659531,-73.986725,40.759926
935,VTS,CRD,52,13,1,40.64159,-73.786797,40.733467,-74.00428
936,VTS,CRD,52,10.4,1,-73.977715,40.786953,-73.792671,40.644497
937,CMT,CRD,61.5,23.39,1,-73.979317,40.762016,-74.117355,40.573086
938,VTS,CRD,52,7.5,1,-73.787079,40.641651,-73.953781,40.777901
939,VTS,CRD,52,10.4,1,-73.781807,40.644802,-74.005363,40.736729
940,VTS,CRD,52,10.4,1,-73.788078,40.641636,-73.999672,40.728313
941,CMT,CRD,52,0,0,-73.986702,40.760342,-73.807281,40.654068
942,VTS,CSH,73,0,0,-73.9785,40.762348,-74.176857,40.69466
943,CMT,CRD,52,10.5,1,-73.785545,40.649765,-73.98175,40.766022
944,CMT,CRD,74,0,0,-73.978531,40.763264,-74.176651,40.693851
945,VTS,CRD,54.5,16.5,1,-73.788025,40.641476,-74.038193,40.616161
946,VTS,CSH,56,0,0,-74.014717,40.682022,-73.77652,40.645191
947,CMT,CSH,52,0,0,-73.953072,40.767822,-73.790154,40.643463
948,VTS,UNK,58,4.64,1,-73.974419,40.763668,-73.956993,40.592213
949,VTS,CSH,52,0,0,-73.781967,40.644691,-73.984673,40.762131
950,VTS,CRD,60.5,7,1,-73.781914,40.644558,-73.9842,40.635803
951,CMT,CSH,52,0,0,-73.992134,40.764393,-73.782028,40.644314
952,CMT,CSH,52,0,0,-73.784233,40.648556,-73.959846,40.79842
953,VTS,CRD,52,6,1,-73.976509,40.750572,-74.131874,40.606312
954,VTS,CRD,52,10.4,1,-73.789032,40.6422,-73.956444,40.772125
955,CMT,CRD,71.5,16.53,1,-73.870781,40.770397,-73.870064,40.770271
956,VTS,CRD,52,10.4,1,-73.781273,40.644939,-74.013794,40.708263
957,VTS,CRD,115,24.17,1,-73.778542,40.646721,-73.755196,40.924862
958,VTS,CRD,52,7,1,-73.776688,40.645435,-73.973282,40.79364
959,CMT,CSH,52,0,0,-73.782707,40.644318,-73.95372,40.781944
960,VTS,CRD,52,8.5,1,-73.785088,40.648537,-73.979324,40.766991
961,CMT,CRD,52,8,1,-73.77681,40.645622,-74.00959,40.738525
962,VTS,CRD,52,13,1,-73.778839,40.644978,-73.999413,40.742496
963,CMT,CRD,62.5,12.6,1,-73.776726,40.645306,-73.998749,40.680847
964,CMT,CRD,56.5,11.5,1,-73.790047,40.646675,-73.989548,40.672447
965,VTS,CSH,52,0,0,-74.015617,40.704842,-73.790123,40.646889
966,CMT,CRD,52,11.56,1,-73.788689,40.641331,-73.969482,40.760544
967,CMT,CRD,52,11.46,1,-73.789116,40.647022,-73.956406,40.784184
968,CMT,CSH,52,0,0,-73.776718,40.645374,-74.006462,40.731693
969,VTS,CSH,52,0,0,-74.017296,40.705723,-73.800339,40.645721
970,CMT,CRD,52,11.56,1,-73.776741,40.645233,-73.957619,40.777779
971,VTS,CRD,52,11.47,1,-73.980438,40.780178,-73.790497,40.646713
972,CMT,CRD,52,17.19,1,-73.789162,40.647526,-73.963478,40.775135
973,CMT,CRD,52,20.54,1,-73.980606,40.741859,-73.795212,40.644562
974,VTS,CRD,52,13,1,-73.979324,40.776855,-73.782425,40.648766
975,CMT,CRD,52,14.45,1,-73.781219,40.646656,-73.95826,40.774578
976,VTS,CRD,52,8,1,-73.784538,40.648621,-73.988548,40.778416
977,CMT,CSH,52,0,0,-73.782166,40.644596,-73.981262,40.780571
978,CMT,CRD,52,10,1,-73.786926,40.641605,-73.946182,40.780132
979,VTS,CRD,52,10.4,1,-73.776764,40.645454,-73.971146,40.792866
980,VTS,CRD,250,0,0,-74.010941,40.709278,-74.46199,40.326954
981,VTS,CSH,52,0,0,-73.789841,40.643417,-73.98362,40.762749
982,VTS,CRD,52,15.6,1,-73.781776,40.644833,-73.918457,40.871544
983,CMT,CSH,53.5,0,0,-73.790855,40.643452,-73.99707,40.694881
984,CMT,CRD,53,0,0,-73.966499,40.757809,-73.954491,40.582993
985,CMT,CRD,52,0,0,-73.954018,40.77858,-73.77636,40.645649
986,CMT,CRD,122,24.4,1,-73.862915,40.769482,-73.587769,40.723972
987,VTS,CRD,52,11.47,1,-73.95343,40.771629,-73.789848,40.646656
988,VTS,CRD,52,10.4,1,-73.789223,40.64183,-73.988144,40.730797
989,CMT,CRD,52,17.34,1,-73.785713,40.648052,-73.978096,40.783173
990,CMT,CRD,52,2,1,-73.781738,40.644741,-73.928825,40.863495
991,VTS,CSH,52,0,0,-73.979446,40.771576,-73.776283,40.645683
992,VTS,CSH,53,0,0,-73.790565,40.643391,-73.866722,40.853748
993,CMT,CRD,52,14.45,1,-73.770973,40.667004,-73.970856,40.786003
994,VTS,CRD,52,11.47,1,-74.016052,40.716583,-73.783432,40.643757
995,VTS,CRD,52,11.47,1,-73.778435,40.646786,-73.989082,40.774426
996,CMT,CRD,52,5,1,-73.780525,40.647499,-73.955536,40.776012
997,CMT,CSH,2.5,0,0,-73.782196,40.644585,-74.007172,40.63792
998,VTS,CRD,58,15,1,-73.983986,40.743092,-73.842957,40.968918
999,VTS,CSH,67.5,0,0,-73.788383,40.641239,-73.907196,40.697311
1000,CMT,CRD,63,13.86,1,-73.778786,40.646671,-73.907806,40.886326
1001,CMT,CRD,52,14,1,-73.789406,40.643608,-73.977142,40.774139
1002,CMT,CRD,79.5,18.85,1,-73.9757,40.760384,-74.183235,40.688034
1003,VTS,CRD,58.5,11.8,1,-73.789551,40.646755,-73.984581,40.662411
1004,CMT,DIS,2.5,0,0,-73.815285,40.701103,-73.815292,40.701126
1005,VTS,CSH,53.5,0,0,-73.873039,40.774231,-73.766342,40.69659
1006,VTS,CRD,52,8,1,-73.776772,40.645744,-73.973206,40.796913
1007,VTS,CSH,55,0,0,-73.789726,40.643559,-74.028694,40.617596
1008,VTS,CRD,100,10,1,-73.782478,40.644497,-74.06086,40.73711
1009,CMT,CRD,52,10.5,1,-73.785187,40.648586,-73.979156,40.76226
1010,CMT,CSH,6.5,0,0,-73.983665,40.781021,-73.968651,40.786758
1011,CMT,CRD,52,11.56,1,-73.790642,40.644329,-74.013641,40.712555
1012,CMT,CRD,76,17.9,1,-74.01033,40.7145,-74.181259,40.687801
1013,CMT,CRD,52,11.56,1,-73.789146,40.646984,-73.977722,40.77618
1014,CMT,CRD,52,10.5,1,-73.77858,40.646732,-73.993484,40.720253
1015,CMT,CRD,52,9,1,-73.785957,40.651653,-73.993637,40.746601
1016,VTS,CSH,52,0,0,-73.790276,40.643768,-74.008278,40.71685
1017,VTS,CRD,52,5,1,-73.789719,40.647114,-73.937828,40.840271
1018,VTS,CRD,52,8,1,-73.971748,40.792175,-73.788681,40.641499
1019,CMT,CSH,58.5,0,0,-73.790405,40.643822,-73.832359,40.752579
1020,VTS,CSH,52,0,0,-73.78199,40.644737,-73.94088,40.841381
1021,CMT,CRD,65.5,25,1,-73.971176,40.758423,-74.168671,40.6357
1022,VTS,CRD,64.5,0,0,-73.990051,40.756901,-74.002464,40.621952
1023,VTS,CSH,52,0,0,-73.965546,40.806026,-73.77932,40.645168
1024,CMT,CRD,52,11.56,1,-73.787399,40.641663,-73.983582,40.780209
1025,VTS,CRD,57.5,0,0,-74.002342,40.739605,-73.875542,40.728241
1026,CMT,CRD,130,26,1,-74.002647,40.733768,-74.30294,40.629784
1027,VTS,CRD,52,11.47,1,-73.780579,40.646202,-73.954727,40.777462
1028,VTS,CSH,54,0,0,-73.77668,40.645191,-73.825981,40.856533
1029,VTS,CRD,53.5,21.5,1,-73.977959,40.75288,-73.783051,40.909519
1030,CMT,CRD,52,10,1,-73.784111,40.646168,-73.973335,40.751381
1031,CMT,CRD,177.5,19.11,1,-73.807014,40.658409,-74.423187,40.874664
1032,VTS,CSH,56.5,0,0,-73.782112,40.644531,-74.005852,40.680145
1033,CMT,CSH,61.5,0,0,-73.782036,40.644711,-73.984184,40.691669
1034,CMT,CRD,155,0,0,-73.934761,40.809353,-74.204018,40.816383
1035,VTS,CRD,52,8.67,1,-73.790337,40.644089,-73.960434,40.79829
1036,VTS,CSH,52,0,0,-73.974701,40.755138,-73.786644,40.644547
1037,VTS,CRD,89,17.9,1,-73.968513,40.770412,-73.919983,40.626556
1038,VTS,CRD,52,10.4,1,40.645267,-73.788879,40.71909,-74.005051
1039,VTS,CRD,52,10,1,-73.972542,40.786068,-73.787498,40.645981
1040,VTS,CSH,53,0,0,-73.788124,40.64167,-73.937378,40.749794
1041,VTS,CSH,52,0,0,-73.776749,40.645374,-73.989349,40.763638
1042,VTS,CSH,63,0,0,-73.781898,40.644886,-73.926476,40.767033
1043,CMT,CSH,59,0,0,-73.776802,40.645447,-74.024254,40.639706
1044,VTS,CSH,52,0,0,-73.789139,40.642822,-73.989578,40.729584
1045,CMT,CSH,52,0,0,-73.960983,40.760849,-73.782387,40.648834
1046,CMT,CRD,57.5,0,0,-73.964592,40.754951,-74.080917,40.645718
1047,VTS,CSH,52,0,0,-73.785187,40.648479,-73.982681,40.782124
1048,VTS,CSH,63,0,0,-73.994698,40.72121,-73.850433,40.903221
1049,VTS,CRD,52,0,0,-74.014236,40.717827,-73.790749,40.644714
1050,CMT,CRD,52,6,1,-73.78994,40.643311,-74.007607,40.704739
1051,VTS,CRD,52,5,1,-73.951538,40.773991,-73.782425,40.648724
1052,CMT,CRD,52,11.56,1,-73.781982,40.64473,-73.966637,40.800842
1053,CMT,CRD,52,11.56,1,-73.972565,40.786022,-73.776543,40.644985
1054,CMT,CRD,52,14.45,1,-73.78363,40.648663,-73.977829,40.761246
1055,CMT,CSH,52,0,0,-73.781181,40.644947,-73.983864,40.725433
1056,VTS,CRD,52,5,1,-73.965843,40.790493,-73.776466,40.645344
1057,VTS,CRD,70,10,1,-73.958939,40.763924,-74.18412,40.688919
1058,CMT,CSH,52,0,0,-73.983246,40.755657,-73.789093,40.641685
1059,VTS,CRD,52,5,1,-73.957283,40.774326,-73.787918,40.647434
1060,VTS,CRD,52,0,0,-73.789894,40.647022,-73.971413,40.79866
1061,CMT,CSH,54.5,0,0,-73.98922,40.743835,-74.074165,40.642418
1062,CMT,CSH,95,0,0,-73.981003,40.78194,-73.740845,40.807655
1063,CMT,CRD,52,11.46,1,-73.781944,40.64476,-73.984177,40.762051
1064,VTS,CRD,52,10,1,-73.922821,40.774681,-73.979538,40.776798
1065,VTS,CRD,52,13,1,-73.788094,40.64159,-73.978256,40.788528
1066,CMT,CRD,55.5,9,1,-73.790016,40.643585,-73.967773,40.674339
1067,VTS,CRD,52,3,1,-73.961494,40.811493,-73.77636,40.645313
1068,CMT,CRD,52,3.5,1,-73.970581,40.796356,-73.77639,40.645435
1069,VTS,CRD,52,10.4,1,40.65889,-73.79364,40.707237,-74.0075
1070,VTS,CSH,52,0,0,-73.781921,40.644733,-74.009666,40.707355
1071,CMT,CRD,52,3,1,-73.781784,40.64481,-74.000969,40.727585
1072,VTS,CSH,52,0,0,-73.963554,40.775166,-73.790375,40.643883
1073,VTS,CRD,52,5.2,1,-73.783379,40.648697,-73.952705,40.777966
1074,VTS,CSH,52,0,0,-73.783646,40.648636,-73.947922,40.678288
1075,CMT,CSH,88,0,0,-73.963844,40.808247,-74.177429,40.690704
1076,VTS,CSH,52,0,0,-73.789902,40.643692,-74.017204,40.705238
1077,CMT,CRD,187,0,0,-73.874084,40.773773,-74.430901,40.810307
1078,CMT,CSH,55,0,0,-73.789734,40.64674,-73.84716,40.886776
1079,VTS,CSH,52,0,0,-73.790131,40.643993,-73.983604,40.762863
1080,CMT,CRD,52,6,1,-73.777756,40.646729,-74.01461,40.71669
1081,CMT,DIS,54,0,0,-73.968346,40.754723,-73.964767,40.59127
1082,VTS,CRD,52,8,1,-73.784882,40.648586,-73.976059,40.74873
1083,CMT,CRD,52,11.56,1,-73.785713,40.648048,-74.003777,40.707718
1084,CMT,CRD,52,5,1,-73.776619,40.645233,-74.017517,40.706947
1085,VTS,CSH,52,0,0,-73.983528,40.762524,-73.785561,40.649193
1086,VTS,CSH,52,0,0,-73.788132,40.641499,-74.000099,40.719578
1087,VTS,CRD,72,10,1,-74.025383,40.630203,-73.855659,40.840385
1088,CMT,CSH,52,0,0,-73.77668,40.645893,-73.982567,40.765759
1089,CMT,CRD,52,10,1,-73.788071,40.641579,-73.974594,40.778339
1090,VTS,CRD,52,11.47,1,-73.781853,40.64476,-73.998909,40.732388
1091,CMT,CRD,59.5,12.1,1,-73.776726,40.64529,-73.998985,40.680656
1092,CMT,NOC,52,0,0,-73.788971,40.647961,-73.958252,40.809898
1093,VTS,CRD,52,10.4,1,-73.779228,40.646767,-74.005775,40.706272
1094,VTS,CSH,52,0,0,-73.978546,40.783283,-73.78376,40.643677
